job_title,job_description,company_name
Business Development Executive,"Job Benefits 1. High Basic + Monthly Sales Commission + Transport Allowance 2. Recurring monthly commission for recurring income products 3. Hybrid work arrangement + 5 days work week Company Info Our company has an opening to hire experienced Business Development Executive to help lead the company sales and build strong customer relationships. In this position, you will be involved in customer relationships, site visits, quotations, negotiations and building sales pipelines. We are a company of 50 employees and we welcome anyone to be part of our lively DNA and family style culture. We are actively looking for happy people who would like to be a part of our happy family working environment! Extra perks will be our annual company overseas trip! We have been to Hanoi, Cebu, Phuket etc and many more, as well as regular company dinner gatherings as part of our team bonding sessions! It's alright not to have any experience in greenery, but most importantly is to have that interest to find out more as we believe in cross pollination of candidates from all works of life with different career pathways. We are looking out for passionate candidates who are interested in greenery (or a fresh change of career) to join us! Benefits 1) Basic+Sales Allowance ($3,100~$3,800) 2) Sales Commission (monthly) 3) Flexible working arrangement (Work-From-Home and on-site meetings with clients) 4) Medical / TCM / Dental Benefits 5) Annual company overseas trips 6) Quarterly team bonding budget (for meals & activities) Responsibilities 1) To familiarise with our company's products and services 2) To build up good communication and rapport with corporate and residential clients 3) Job scope includes meeting customers, site visits, generate quotations and building customer relationship. Requirements 1) Looking to hire Singapore Citizen 2) Min Dipoma and above 3) Looking for construction / interior design related experiences 4) Confident and self driven 5) Strong Command in English and fluency in 2nd language will be a bonus We look forward to your applications!",Vertical Green Pte Ltd
FINANCE MANAGER,"Responsibilities Support decision-making by providing stakeholders with timely, detailed, and meaningful insights and visibility on business performance Prepare monthly product gross margin analysis report by region, by customer and provide insights for profitability improvement area. Analyze actuals against target for key materials costs and expenses and play a vital role in cost saving project. Monthly analysis of performance for each production plant in the company Provide appropriate analysis and recommendations to influence decision making process. Example, financial impact simulation of price reduction and sales rebate program. Support in product costing calculation. Perform ad-hoc analysis where required to assist in management decision making To undertake other related jobs from time to time directed by superior. Leading and delivering on automation of current work flow by identifying areas for technology adoption and streamlining  Skills & Abilities Excellent analytical skills as well as strong business acumen. Possess good and effective communication skill.  Physical Characteristics Articulate, confident, result oriented and able to work independently  Education & Experience Degree in Accounting or equivalent professional qualification. Candidate with at least 3 years working experience in manufacturing environment is preferred. Knowledge of Microsoft Excel and conversant with SAP is an added advantage. Mature personality with excellent interpersonal and communication skills. Make it right and can-do attitude. Ability to work independently with emphasis on accuracy and timeliness.",Advanced Assembly Materials Singapore Pte. Ltd.
Technical Sales Executive,"Job Description: Grow and develop existing accounts Gather market trends and competitor’s information. Conduct market research, monitoring business environment, trend and sales performance. Attend sales enquiries, sales support and site related matters. Customer visits at their workplace / office. Showcase Products & Technical Information. Establish and maintain good relations with clients through active follow-up and regular sales visits. Increase product and brand awareness in the market. Planning and implementation of marketing strategies. Identify potential opportunities & develop solution selling. Any related ad hoc duties assigned. Get appointments with customers and visit customers frequently.  Requirements: Bachelor’s degree holders (Preferably in engineering or business/marketing) or Equivalent. Motivated individuals with strong initiative towards problem solving. Strong drive to achieve business objectives & to develop the domestic market. Fluent in verbal and written communication of both English & Mandarin languages (Roles will be required to liaise with Mandarin speaking customers / overseas colleagues). Develop necessary product knowledge. Class 3 or 3A car license preferred. Very good communication skill with customers",Job-Skills Integrator - Precision Engineering (JSIT-PE)
Internal Sales Corporate Executive,"MAIN RESPONSIBILITIES Attend to all sales enquiries, prepare quotations to meet customers’ needs Follow up with customers to close the deals (client list will be provided) Promote in-house products to customers from the backend Process invoices and follow through till payments are received Coordinate and work closely with Logistics team to ensure on time delivery and ensure customer satisfaction Coordinate and work closely with External Corporate Sales team to understand customers’needs and problems Monitor sales of companies and devise plans to improve sales of companies with slowing sales Highlight companies with unusual sales pattern to the External Corporate Sales team and the management Understand market demands and trends, work with HODs to expand scope",Allinton Engineering & Trading Pte. Ltd.
Business Relationship/ Customer Accounts Manager (Data Center Management)," Serve as the single-point of contact for all customer account management matters. Build and maintain strong, long-lasting client relationships.  Negotiate contracts and close agreements to maximize profits. Ensure the timely and successful delivery of our solutions according to customer needs and objectives. Perform monthly/quarterly business progress updates to internal and external stakeholders. Develop new business with existing clients and/or identify areas of improvement to meet sales quotas. Forecast and track key account metrics (e.g. quarterly sales results and annual forecasts). Identify and maintain customer reference ability within the assigned account list. Prepare reports on account status, including Accounts Receivable and Contract expiry dates. Assist with challenging client requests or issue escalations as needed. Schedule one-on-one session with BRM staff per week to help/guide them in achieving their performance plan goals. Provide weekly and monthly reports to the Management regarding Sales Revenue Performance, Contracts Renewals and A/R Aging.  Qualification  Degree holder with minimum 6 years of working experience in customer accounts servicing and at least 2 years experience in leading a team.  Applicants without academic qualifications but with more years of experience are welcome to apply. Excellent interpersonal and communication skills. A good team player and leader.  Maintain a positive attitude focused on customer satisfaction. Working location: 1-Net (East) at Chai Chee  ",Mediacorp Pte Ltd
Regional Sales Manager - Plant-Based Protein (Food),"Reporting to the Global Headquarters, you will be the main Sales Point of Contact for developing business in Asia with Food Distributors and Food Service players. Client Details With a long-term vision of adding value to agricultural raw materials and developing quality products for the food, health and renewable energy sectors, our client is one of the market leaders in sugar, alcohol, starch and plant-based protein. Our client brings together 15,000 employees, 44 industrial sites, has presence in 13 countries to achieve a turnover of 5.1 billion euros. One of their new division, manufacturing plant-based protein is expanding in Asia, looking for a Regional Sales Manager to support their development. Description Your missions:  * Identify and understand market trends and customers needs * Manage and grow the Foods business within his/her region * Represent the company at customers and distributors, be the voice of customers internally * Deliver on the annual sales plan and strategy for his/her region  Your day-to-day activities:  * Develop and drive sales for the region. * Represents Customers: Translate external trends and customer's requirements internally, capture and understand local markets move and needs. * Defend the best interest of our client in customers interactions.  Understand and share commercial situation for the area:  * Changing trends, economic indicators, competitors and supply & demand, Customers knowledge, market intelligence. * Contribute to the definition and follow-up of the annual budget and strategic plan for his/her zone with a Bottom up approach with « white markets » to conquer by preparing a potentials list or Top down approach with a strategy per category. Negotiation:  * Support and achieve defined targets defined in the sales plan. * Engage the contracts in his/her portfolio according to targets tonnages and prices, propose adaptation based on market situation. * Report achievement via CRM dashboards, per month or week if needed and set corrective actions; provide explanations on deviations.  Sales Execution:  * Provide accurate and live forecast on sales & delivery volume (demand review/ Monthly buckets) and ensure and understand contract execution: Execution rate ; Realized prices ; Cash collection. * Actively manage the customer/business interface at all relevant points in order to maintain customer satisfaction.  Process & Tools :  Apply good practices in the process lead to contract to order to cash with operational rules  Key Performance Indicators :  Sales turnover for his/her region ; Contracted Price/Volume Exe ; Executed Price/Volumes ; % overdue ; Contract execution rate ; Forecast accuracy ; Process Lead to contract. Profile About 4 years of Sales Experience Business Developer background, contributing to growing business/hunting. Experience in Food Service and/or Food industry is required. Regional Portfolio/contacts is a plus Ability to work well autonomously since your management will be overseas. Job Offer This is an opportunity to join a leading MNC business and be a pioneer of their Asia expansion plans! Page Personnel Recruitment Pte. Ltd. (Company No. 201736642C) is acting as an Employment Agency in relation to this vacancy. To apply online please click the 'Apply' button. For a confidential discussion about this role please contact Antoine Ratajczak (Lic No: R1985336/ EA No.: 18C9065) on +65 6416 9849.",Page Personnel Recruitment Pte. Ltd.
Customer Service Representative,"SIXIDES Asia is a consumer-driven renovation platform based in Singapore. Our mission is to redefine the user experience in the renovation trade industry by bridging the gaps between practitioners, vendors, and institutions. We promote pre-qualified interior designers, product vendors, and service vendors who meet the homeowner's wishlist in terms of competency, capabilities, and character. Our goal is to create a vibrant marketplace characterized by transparency, knowledge sharing, and empowerment.  Role Description This is a full-time on-site role as a Customer Service Ambassador at SIXIDES Asia. As a Customer Service Ambassador, you will be responsible for providing excellent customer support and ensuring customer satisfaction. Your day-to-day tasks will involve addressing customer inquiries, resolving issues, managing customer expectations, and delivering a positive customer experience.  Qualifications Customer Service Representatives, Customer Support, and Customer Service skills Customer Satisfaction and Customer Experience skills Strong interpersonal and communication skills Ability to empathize with customers and provide effective solutions Excellent problem-solving abilities Ability to work well in a team Proficiency in relevant software and computer skills Experience in the interior design or renovation industry is a plus Fluency in multiple languages is a plus",SIXiDES Advertising Pte Ltd
Finance Manager,"We are searching for a qualified Finance Manager with good analytical and communication skills to join us in overseeing the Company’s financial and management reporting of the business and working closely with the Managing Director. You will manage and guide the finance team in Singapore and overseas offices.  Responsibilities Supervising Accounts staff locally and overseas in administering the overall financial functions and information systems encompassing monthly and yearly financial reports. Participate in planning and advise the Managing Director in financial related matters. Handle all corporate tax and GST matters. Oversee the full spectrum of Accounts Payable and Accounts Receivable functions and handle full set of accounts. Provide consolidated financial statements, management reports and budgets, including financial analysis and review in a timely manner. Manage the daily financial accounting matters and ensure compliance with corporate financial policies and processes. Oversee the management of Fixed Assets. Develop and implement internal control process and procedure documentation. Management of treasury operations including cash flow for all countries, credit control, foreign exchange management, banker’s guarantees and trade financing (Import & Export LC). Review and prepare monthly and yearly financial statements and management reports of overseas operations in Malaysia, Thailand, Philippines, Taiwan and Vietnam. Liaise with bankers, auditors, tax agents, corporate secretaries, statutory boards and any relevant authorities. Requirements Degree in Finance, Accountancy or equivalent. CPA certification or ACCA qualification preferred. At least 5 years of relevant work experience is preferred. Knowledge of Microsoft BC will be an advantage.  Team player with the ability to manage cross-functional and institutional relationships and multi-task in a dynamic and fast-paced environment. Strong verbal and written communication skills. Strong accounting knowledge and application of accounting standards. Experience in consolidation and audit. Regional accounting experience (i.e. Taiwan, Malaysia, Thailand & Philippines) preferred Proficiency in English and Chinese. Willing to travel for occasional business trips. Ability to start work within short notice is an added advantage. Singaporeans preferred  ",CentiForce Instruments Pte Ltd
"Client Success Manager, APAC (Japanese Language)","Group Overview: The TP ICAP Group is a world leading provider of market infrastructure. Our purpose is to provide clients with access to global financial and commodities markets, improving price discovery, liquidity, and distribution of data, through responsible and innovative solutions.  ough our people and technology, we connect clients to superior liquidity and data solutions. The Group is home to a stable of premium brands. Collectively, TP ICAP is the largest interdealer broker in the world by revenue, the number one Energy & Commodities broker in the world, the world’s leading provider of OTC data, and an award winning all-to-all trading platform. The Group operates from more than 60 offices in 27 countries.  We are 5,300 people strong.  We work as one to achieve our vision of being the world’s most trusted, innovative, liquidity and data solutions specialist.  Parameta Solutions Parameta Solutions is a leading global provider of OTC market data. From pre to post trade, our solutions help clients manage complex markets more effectively. Matching buyers and sellers, we create liquidity and price discovery in these markets and provide insight and context to our clients. Our clients include banks, insurance companies, pension and hedge funds, asset managers, energy producers as well as risk and compliance managers and academic institutions. Role Overview: Parameta Solutions is the Data & Analytics division of TP ICAP. We are a multi-cultural organisation that has set exciting objectives to grow the business and increase contribution to group revenues across a five-year period. Aligned to this strategy is the position of a Client Success Manager, APAC to be located in the TP ICAP Singapore office.  The Client Success Team is primarily a post-sale function focused on delivering value to our clients, building strategic relationships with external stakeholders, ensuring high satisfaction levels and high retention rates.  The Client Success Manager (CSM), APAC is reporting to the Head of Client Success based in London and requires a very high level of self-sufficiency and proactivity. The successful candidate will be responsible for all aspects of Client Success activities from the initial client engagement and scope, building strong relationships in order to understand our clients goals and objectives to the provisioning of services, solving issues, daily management and continued success.  Internally the CSM will work closely with the sales, data engineering, product, operations and marketing teams to cement and accelerate growth.  Role Responsibilities: Owning a portfolio of clients as a strategic business partner, the CSM will be developing and increasing engagement strategies and maximise retention of our client base; demonstrate ROI and ensure outstanding levels of client satisfaction Consulting with our clients to understand their business and goals, supporting Parameta Solutions clients strategy and delivering on agreed success outcomes Maximising the chance of contract renewal through sustained and valuable liaison with the key decision makers within each of our target accounts Referral and advocacy – curating client satisfaction feedback and referrals Upselling – Making the most of upsell opportunities and spotting opportunities for new propositions that can be packaged and sold Acting as the expert on our data, platform content, features and functionality; comfortably delivering training demonstrations and answering questions Help evolve a scalable Client Success model and feeding this back into our sales, operations and product approach Working with the Data Engineering, Product and Support teams to deliver and act on valuable insights and feedback from our end-users Regular travel to Japan or across the region as required  To fulfil any additional / ad hoc duties as required to meet the needs of the business Experience / Competences:  Essentials Fluent English & Japanese 5 years of experience in a similar client facing function Experience of working with Financial Market Data ideally in the OTC space Ability to deal with ambiguity and high levels of change Self-starter and highly proactive Excellent communication and interpersonal skills, with the ability to identify and provide comprehensive solutions for varying client needs Confident in liaising with colleagues across departments and offices Thrives in a fast-paced environment Skilled in use of Salesforce.com and Microsoft applications (Word, Excel, PowerPoint) Desired Mandarin advantageous Experience navigating through complex organisations and effectively communicate and establish credibility and rapport with multiple levels of a client's organization Understanding of any sales methodology preferred Company Statement: The TP ICAP Group is committed to promoting Equality and Diversity and encouraging a culture that actively values difference. It is recognised that employees from different backgrounds and experiences can bring valuable insights to the work environment and enhance the way we work. TP ICAP aims to create a positive, cohesive and inclusive culture, where diversity is valued, respected and built upon. The objective is to recruit and retain a diverse workforce that reflects the global markets in which we work. TP ICAP is also committed to ensuring that the backgrounds, beliefs and cultures of all its employees are respected and to ensuring that the working environment is free from discrimination, harassment, bullying or any other conduct which causes an employee’s suffering. The Group also is committed to encouraging diversity amongst its current workforce and candidates.  ",TP ICAP
"IT Account Manager (CEI Cert, IT Manpower Resources & Proj Mgmt) - Bt Merah","Responsibilities Managed IT Staff Augmentation & IT Projects Business in Singapore Responsible to support our expanding client portfolio and manage sales activities Maintaining client relationships, overseeing the sales process, and acting as a point of contact Collaborating with delivery team to fulfil client requirements  Managing the resources end to end in the delivery lifecycle  Tracking and achieving account targets  Market intelligence gathering and reporting  Track, maintain & report regular account progress & transactions    Requirements Preferable to have CEI certification in Singapore   About 3 to 5 years in account management in IT Services & Manpower resources in Singapore  Extensive customer service and engagement experience  Good overall knowledge if IT industry and recent trends in Singapore  Knowledge in CRM software and MS Office  Excellent communication and negotiation skills  Good analytical ability and time management skills Interested candidates, submit MS Word to cv.hrm@recruithaus.com.sg or contact +65 62251232  ",Recruit Haus Pte Ltd
Territory Manager,"Join a team that is changing millions of lives.  Transforming smiles, changing lives.  At OneSmile Aligners, we believe a great smile can transform a person’s life, so we create technology that gives people the confidence to take on whatever’s next. We revolutionized the orthodontic industry with the introduction of the OneSmile system, and we have never lost sight of that spirit of innovation. Our diverse and collaborative teams are constantly pushing the boundaries of what’s possible.  Ready to join us?  About This Opportunity Orthodontists & Dentists are an interval part of our doctor driven business. Our goal is to deliver superior clinical outcomes with an enhanced patient experience. Our continued growth and success depends on enabling Orthodontists & Dentists to thrive.  Your mission as an Orthodontic Territory Manager based in the Singapore area is to apply comprehensive knowledge of OneSmile sales strategies  to accelerate revenue and higher case volume. You will sell directly to professional business owners (Orthodontists & Dentists), transforming an analog process with clear aligners and innovative digital solutions that make straightening teeth easier, faster, and more accessible – helping practitioners grow their business and increase patient satisfaction. In this role, you will… Use insights and a consultative selling approach to challenge customers to modernize and grow their business by implementing digital technology and refining clinic workflow processes Achieve monthly, quarterly and yearly territory sales targets, as set by Country Sales Manager Manage a defined geography of accounts to grow the business; onboard new high potential accounts Plan and execute a Territory Plan, based on understanding the potential in each account in the defined geography Create and execute account plans for highest potential accounts, based on deep understanding of the account’s business, goals, challenges and opportunities Utilize data and analytics to help customers drive decision making Educate customers on products to ensure the practice is clinically comfortable with the OneSmile Solution and services Communicate cross-functionally (e.g., Doctor, Treatment Coordinator, Clinical Assistant, Education, Marketing, Product Development) to develop an in-depth understanding of the business needs to clearly articulate the value of OneSmile products, digital platform, and solution capabilities Coordinate additional internal company resources to optimize the customer experience and provide ongoing promotion of OneSmile solutions Be creative, self-disciplined and capable of identifying and completing critical tasks independently with a high sense of urgency Be agile and capable of engaging customers in a virtual selling environment Listen, understand and analyze customer needs to tailor OneSmile products and services to deliver a best-in-class customer experience Attend industry congresses, exhibitions and seminars to assist generate interest in the OneSmile Solution and convert new practices  In this role, you’ll need… Bachelor’s degree and/or equivalent experience required Minimum of 4 years of experience required. Experience can be outside business-to-business (B2B) sales experience or industry experience selling a medical device, capital equipment, dental, orthodontic, or other relevant combination of sales (inside or outside) and industry experience. Proven track record of achieving sales goals. Valid driver’s license. Business & Marketing knowledge: Ability & comfort having business discussions (Cash Flow Analysis, ROI, P&L) and asking the right business questions. Comfort with having clinical discussions regarding OneSmile products Proficiency with Microsoft Office applications. Experience with a CRM system, and virtual communication platforms.  Benefits: Access to attractive incentives. Opportunities to learn the latest systems in the field of clear aligners exclusively. Enhancement of skills and knowledge in clear aligners through specialized training. Provision of free aligners for every employee working at OneSmile Aligners. Opportunities to work directly with professionals in the field of clear aligners. Career path opportunities. Travel domestic and International and more.",ONESMILE SINGAPORE PTE. LTD.
Medical Sales Manager ( Services ) #HVY,"Responsibilities Opportunity to work with a well-established medical company Entitled to attractive base salary with good commission, transport allowance, yearly bonuses etc. Manages, develops & expands own portfolio of customer accounts Maintains good working relationships with key opinion leaders Demonstrates in-depth product knowledge and presents clinical data effectively to clients Achieves / exceeds sales targets set by the company Keeps track of latest market trends and to identify new business opportunities  Actively supports marketing & sales activities so as to create brand awareness to drive product sales Attends trade shows, product launches and sales meetings, as required Sales forecasting & participates in business development plans with sales and marketing managers Provides mentorship & guidance to junior sales representatives Requirements Min. Degree in Life Sciences, Pharmacy, Nursing or equivalent At least 2 years of medical or pharmaceutical sales experience is required for this position Applicants with more than 5 years of experience will be considered for senior posts  Ambitious and self-driven, with strong interpersonal and communication skills Able to build rapport with clients and key opinion leaders Interested candidates please send in your resume to: valerie@recruitexpress.com.sg  EA Personnel: Valerie Yong Kian Fung CEI No.: R1103704 Recruit Express Pte Ltd, EA License No.: 99C4599   ",RECRUIT EXPRESS PTE LTD
Junior Account Manager,"Support the Regional Director/Country Manager in determining annual unit and gross-profit plans by implementing sales strategies; analyzing trends and results in terms of order intake, sales and margin  Establish sales objectives by forecasting and developing periodical sales quotas for the country; projecting expected sales volume and profit for existing and new products. Implement country sales initiatives by developing field sales action plans and identifying new businesses  Monitor the volume of sales in accordance with the variety of products that are on the market, and ensure that retail conditions, prices and service standards are kept current in accordance with supply and demand, economic strategies, market trends and relevant competition. Help to define guidelines for customer management and retention, analyze the customer base identifying the specific indicators for every target and guide / identify resulting actions for every target.  Drive a consistent customer experience through an effective sales operations model giving right input to manage back office activities Coordinate with other partners within the country  Complete sales operational requirements by scheduling and assigning employees; following up on work results. Manage contract with costumer within the country in line with Group policies Collaborate with key account for cross country costumer Experienced in  electronics / manufacturing industry specializing in refrigeration.  ",EPTA ASIA PTE. LTD.
"Regional Business Development Intern, Regional Brand Partnerships (Spring 2024/S","Regional Business Development Intern, Regional Brand Partnerships (Spring 2024/Summer 2024) The Business Development and Partnerships teams at Shopee are dynamic and energetic. The teams are always looking to acquire business opportunities to drive Shopee to be the No. 1 e-commerce platform in Southeast Asia and Taiwan. The aim of the Business Development and Partnership teams is to provide Shopee’s buyers with a wide variety of product listings at the best prices. Job Description: Independently analyze brand performance data to generate meaningful insights Collaborate with key account managers to prepare client presentations and reports Collaborate with cross-functional teams such as Business Intelligence, Operations, Marketing, and Product as required Support in key strategic projects and marketing campaigns Opportunity to present to senior Shopee Management Requirements: Currently enrolled in Bachelor's degree in a related field Strong background in related field and good work ethic Data-driven, with demonstrated problem-solving skills and attention to detail through past internships Good team player and capable leader, positive attitude, eager to learn and can adapt to fast-paced challenging work environment Passion for e-commerce Proficient in Microsoft Excel and PowerPoint Full-time interns preferred (3-6 months) Part-time interns who can commit at least 3 working days a week are also welcome to apply  ",SHOPEE SINGAPORE PRIVATE LIMITED
Sales / Account Manager,"Job Summary: Formulate and execute sales plan in line with company long term and mid-term goals to achieve sales targets and revenue goals. A people person and team player that works well with leaders of other functions to achieve the common goals of Ademco. Job Responsibilities:  Develop and execute sales development plan to achieve sales targets, expand our customer base and execute company strategic goals Own and hit/exceed annual sales and profit/margin targets within assigned territory and accounts To personally accountable for and develop pipeline target and activities that is mutually agreeable with the management Create and communicate sales goals and ensure SG leadership team are informed on the progress of those goals Build and maintain long-lasting, strong relationships with customers while partnering with them to better understand their business objectives and needs Effectively communicate value propositions through presentations and proposals Monitor changes in the industry and leverage them for business opportunities Participate in forums to keep abreast of new changes in the industry and practices Recommend changes in pricing structures in product lines or products To perform any other duties that may be assigned by the management Job Requirements:  Minimum 5 years of project sales and segment development experience with proven track records. At least 2 years in senior sales management position. Experience in Security Industry would be added advantage. Great personality and relationship builder Excellent written and verbal communications skills Proven ability to build close relationship with customer Proven ability to drive the sales process from start to finish Proven ability to position products and differentiation against competitors Proven ability to articulate the distinct aspects of services and products High energy level. Positive, ""can do"" attitude Excellent listening, negotiation and presentation skills  We would like you to state your current and expected package in the application so that we expedite the processing.",Ademco (Far East) Pte Ltd
Finance Manager (CM),"Roles & Responsibilities We are seeking a talented Finance Manager to join our dynamic team. The ideal candidate will oversee all financial aspects of our company, ensuring compliance with accounting principles and regulations.  Areas of Responsibilities Lead and manage all financial operations within policies and guidelines. Lead and manage all matters on financial accounting, bookkeeping, tax management and management reporting. Liaise with external partieis (e.g. auditors/tax managers/corporate secretary) in ensuring compliance to laws and regulations. Prepare and review financial reports and recommendations to the management. Prepare budget, forecast and financial analysis. Work closely with internal parties and provide advice and recommendations. Work with team members to strengthen internal controls and improve workflow processes. Assist in other mattares as assigned by the management. Handling some urgent/time sensitive work after office hours/weekend will be required.",Hiin Holdings Pte Ltd
Commercial Manager,"SUMMARY: Commercial (Modern Trade) Manager (CM) to oversees commercial activities related to large-scale retail chains supermarkets / hypermarkets. CM is required to build strong relationships with key retail partners (Category Buyers, Store Managers &/Store Team Leaders), and ensuring the company's products are effectively positioned and promoted within the Stores. CM duties will encompass the development of modern trade strategies, managing accounts, forecasting and reporting sales, organizing trade promotions and merchandising efforts, as well as leading and nurturing the team members professional development.  Main duties and responsibilities: Developing Business Strategies: responsible for developing and implementing business strategies to achieve sales targets and maximize profitability within the modern trade channel. Key Account Management: manage relationships with Retail Category Buyers, negotiate Sell-In Price, and ensuring OJJ's products are prominently displayed and promoted within the retail environment. Market Analysis and Insights: conducting market surveys/analysis to identify trends, consumer behaviours, and competitor activities to inform decision-making and strategic planning with Retail Category Buyers. Sales Planning and Forecasting: working closely with Retail Category Buyers for Offer / Sales Plans to develop forecasts with considering factors such as seasonal variations, market trends, and promotional activities.  Promotions and Merchandising: planning and executing promotional activities, discounts, and marketing campaigns to drive sales and increase brand visibility within retail stores.  Cross-functional Collaboration: working closely with cross-functional teams such as marketing, supply chain, and finance to ensure alignment of strategies and objectives across the organization. Performance Monitoring and Reporting: tracking sales performance, market share, and other key performance indicators (KPIs) to evaluate the effectiveness of strategies and initiatives. Providing regular reports and insights to management.  Personal attributes: Tertiary education with proven track record of min. 3 years in modern trade sales management within the fast-moving consumer goods (FMCG) In-depth knowledge of modern trade dynamics, retail operations, and market trends. Possess strong analytical skills and strategic thinking abilities, with a focus on data driven decision-making Good negotiation and communication skills, both written and verbal Adaptable to fast-moving work environment  ",OJJ Foods Pte Ltd
Product Marketing Engineer/ Manager,"Job Purpose: The incumbent will be responsible for the assigned product line(s) within Device Connectors in the Southeast Asia market, as a Farmers Role. Binding the product strategy to the tactics needed to drive success in sales and to expand the presence in the SEA Market. Develop product positioning to achieve SEA sales goals and provide the marketing promotional tools to facilitate growth of new customers and expansion of shares in existing customers. Responsibilities: Define the Product Marketing objectives for SEA together with the Market Segment Manager, in line with the Sales & Marketing Plan from HQ. Develop and execute Marketing Campaign and strategies for product(s) based on analysis of market growth potential and competition, in alignment with Regional Sales Management. Manage the budget for the assigned product lines(s) with Sales in tactical promotional efforts and increase engagement activities in the market. Provide a sound technical/application knowledge base on assigned product line(s). Optimal product positioning on identified markets through the entire life cycle (incl. PCN / RoHS / REACH / Product Compliance & Quality) Regular appropriate Product & Application training to the Sales (e.g. Channel Partners, internal and external) Deliver professional presentations and hands-on demonstrations of assigned product(s), applications, and technology to customers. Propose competitive market pricing for Product Campaigns to support Design-Ins and New Project Implementations. Develop product reference tools and product demos to SEA Sales team & channel partners. Drive the Design-In /Spec-In/ Cross out activities with field sales and distribution network within Southeast Asia to provide suitable solutions to customers. Initiate and coordinate promotional efforts with MARCOM. Establish a collaborative relationship with supporting departments with SEA Finance & Controlling, Quality & Assurance, Supply Chain Management & Corporate Management, as well as consistently provide feedback to HQ (Business Unit(s), Technical Sales Management) Report submission to be done timely, as required by Segment Manager. Maintaining a sound industrial and market business knowledge on area of responsibility:- By representing the company in attending industrial events and fairs, roadshows, committee meeting and formal business functions Knowledge transfer SEA Team. Requirement Diploma or Degree in an Engineering related field. Additional qualifications in Marketing will be an added advantage. Minimum 2 - 5 years of experience in electronics industry. Experience in the Southeast Asia industrial connector business market will be a plus. Experience in competitive pricing strategy and target marketing. Ability to understand technical solutions. Excellent MS Office skills, especially in PowerPoint. Independent thinker, resourceful, self-starter and a good team player Strong organizational and communication skills Willingness to travel within SEA region and within short notice.",Phoenix Contact SEA Pte Ltd
Account Manager (Printing Solutions),"Sourcing of new prospect Promote and sales of Printing Solution Systems and Solutions Manage and development of existing accounts Implementation of sales process Follow up on collection of outstanding payments and all necessary documentation Assist and coordination of installation of printing solutions Achieving of sales targets Any other duties assigned by Management from time to time  Requirements: Diploma and above At least 2 years of working experience in the similar capacity Passionate in engaging with customers and provide excellent service  To submit your application, please apply online or call +65 6223 0772 for private and confidential discussion. Your interest will be treated with the strictest of confidence. We regret that only shortlisted candidates will be notified or contacted. RN Care Pte. Ltd EA License No: 17C8900",RN Care Pte. Ltd.
Senior / Sales Manager,"Summary This position is responsible for the management of sales activities in line with the annual sales and marketing plan and to achieve/exceed budget in executing the sales strategy of the Hotel.  Job Responsibilities Achieve daily targeted number of sales calls with effectiveness. Develop business leads for the Hotel on a weekly basis. Prepare monthly list of accounts to penetrate for the following month. Plan a minimum of 2 site inspections/entertainment meetings per week to qualified potential accounts or new accounts. Prepare monthly action plan for main market segment. Perform monthly review account profile on room nights production and average rate. Monitor competitors’ rate strategy, account penetration and marketing activities to maintain a competitive edge. Fully responsible of accounts under his/her management, including contracting, updating profile and renewing contracts. Update management on VIP arrivals, meet and greet accordingly. Up-sell, cross-sell and promote Hotel facilities & services at every available opportunity in order to maximize sales revenue. Conduct negotiations to achieve the best profit and rates for the Hotel. Attend hotel clients and local community business events to network and maintain high visibility. Update Director of Sales & Marketing on market trends and business leads.  Qualifications and Experience Bachelor’s Degree with minimum of 2 years experience in similar capacity Excellent leadership, interpersonal and communication skills. Detail-oriented and highly reliable in thorough execution and follow-through. A team player & builder",Pullman Singapore Hill Street.
Finance Manager [Regional/ ACCA],"Working Days: 5 days, Mon to Thurs 8:30am-6pm &  Fri 8:30am-5:30pm Working Location: Commonwealth  Salary: $6,500 - $7,200 (Depending on experience) Company profile: Providing integrated solutions in the field of Reliability Testing and, Inspection and Measurement to various industries; mainly in Semiconductor, Electronics, Automotive, Aerospace and Pharmaceutical. Responsibilities Supervising Accounts staff locally and overseas in administering the overall financial functions and information systems encompassing monthly and yearly financial reports. Participate in planning and advise the Managing Director in financial related matters.  Handle all corporate tax and GST matters. Oversee the full spectrum of Accounts Payable and Accounts Receivable functions and handle full set of accounts. Provide consolidated financial statements, management reports and budgets, including financial analysis and review in a timely manner. Manage the daily financial accounting matters and ensure compliance with corporate financial policies and processes. Oversee the management of Fixed Assets. Develop and implement internal control process and procedure documentation.  Management of treasury operations including cash flow for all countries, credit control, foreign exchange management, banker’s guarantees and trade financing (Import & Export LC). Review and prepare monthly and yearly financial statements and management reports of overseas operations in Malaysia, Thailand, Philippines, Taiwan and Vietnam. Liaise with bankers, auditors, tax agents, corporate secretaries, statutory boards and any relevant authorities. Requirements Degree in Finance, Accountancy or equivalent. CPA certification or ACCA qualification preferred. At least 5 years of relevant work experience is preferred. Knowledge of Microsoft BC will be an advantage. Strong accounting knowledge and application of accounting standards. Experience in consolidation and audit. Regional accounting experience preferred Willing to travel for occasional business trips. Ability to start work within short notice is an added advantage.  Quah Siying (Jeslyn) R1982418 The Supreme HR Advisory Pte Ltd 14C7279",The Supreme HR Advisory Pte Ltd
